Time,Message
0.0,-0.295
0.0037450790405273438,-0.39
0.004897117614746094,-0.295
0.007885932922363281,-0.195
0.009243011474609375,-0.195
0.012180089950561523,-0.195
0.013746023178100586,-0.195
0.01724100112915039,-0.195
0.018863916397094727,-0.095
0.02141594886779785,0.0
0.02266693115234375,-0.295
0.025178909301757812,-0.49
0.026777029037475586,-0.295
0.029367923736572266,-0.195
0.031032085418701172,-0.095
0.033306121826171875,-0.095
0.0353701114654541,-0.195
0.03743100166320801,-0.195
0.039353132247924805,-0.295
0.04155707359313965,-0.49
0.04323601722717285,-0.39
0.04546213150024414,-0.295
0.04787302017211914,-0.295
0.04987311363220215,-0.195
0.05364799499511719,-0.195
0.057003021240234375,-0.195
0.06083798408508301,-0.095
0.06439399719238281,-0.095
0.06760406494140625,-0.195
0.07030606269836426,-0.095
0.09071493148803711,-0.095
0.11059999465942383,-0.195
0.11340808868408203,-0.195
0.11506795883178711,-0.195
0.11867809295654297,-0.195
0.11990904808044434,-0.39
0.12329506874084473,-0.585
0.13739800453186035,-0.49
0.1630561351776123,-0.295
0.18821501731872559,-0.195
0.21393704414367676,-0.195
0.24062895774841309,-0.095
0.35609006881713867,-0.095
0.3582329750061035,-0.095
0.3625600337982178,-0.095
0.36450695991516113,-0.295
0.36876702308654785,-0.195
0.3933899402618408,-0.195
0.4193689823150635,0.0
0.4495880603790283,0.0
0.47077012062072754,-0.095
0.4952220916748047,-0.195
0.6091289520263672,-0.49
0.6119561195373535,-0.585
0.6148679256439209,-0.39
0.618243932723999,-0.39
0.6246500015258789,-0.49
0.6508779525756836,-0.88
0.6769239902496338,-0.585
0.7012319564819336,-0.295
0.7277350425720215,0.0
0.7525749206542969,0.095
0.8732719421386719,0.0
0.8759291172027588,-0.195
0.8791100978851318,-0.785
0.8907389640808105,-0.88
0.8938860893249512,-0.295
0.9153280258178711,0.195
0.9369781017303467,0.585
0.9621679782867432,0.685
0.9892659187316895,0.49
1.1152989864349365,0.195
1.116771936416626,0.0
1.1202380657196045,-0.095
1.1354610919952393,-0.295
1.138490915298462,-0.39
1.1555070877075195,-0.49
1.1765010356903076,-0.49
1.2021679878234863,-0.685
1.3318181037902832,-0.785
1.3349840641021729,-0.785
1.3368580341339111,-0.88
1.3403899669647217,-0.88
1.3422110080718994,-0.785
1.3640520572662354,-0.88
1.3901619911193848,-0.98
1.4184350967407227,-0.98
1.4449689388275146,-1.175
1.4717960357666016,-1.37
1.4981510639190674,-1.37
1.5243210792541504,-1.37
1.551224946975708,-1.37
1.5781629085540771,-1.175
1.6042940616607666,-1.2750000000000001
1.6322429180145264,-1.175
1.658689022064209,-1.175
1.6844761371612549,-1.37
1.7180891036987305,-1.37
1.741868019104004,-1.37
1.8961870670318604,-1.47
1.8982679843902588,-1.37
1.901655912399292,-1.37
1.9279310703277588,-1.37
1.93208909034729,-1.2750000000000001
1.9352269172668457,-0.98
1.9403390884399414,-0.88
1.9579401016235352,-1.075
1.9788599014282227,-1.2750000000000001
2.005713939666748,-1.2750000000000001
2.133193016052246,-1.2750000000000001
2.1382179260253906,-1.175
2.140558958053589,-0.98
2.1450159549713135,-0.88
2.148026943206787,-0.98
2.164396047592163,-0.88
2.1913371086120605,-1.075
2.224421977996826,-1.37
2.2457950115203857,-1.2750000000000001
2.39766001701355,-1.075
2.4003119468688965,-0.98
2.403686046600342,-0.98
2.4069271087646484,-1.2750000000000001
2.4119720458984375,-0.98
2.414531946182251,-0.39
2.433932065963745,-0.585
2.457940101623535,-1.075
2.4844229221343994,-1.175
2.6371800899505615,-1.37
2.639162063598633,-1.57
2.6445369720458984,-1.47
2.6465859413146973,-1.57
2.649967908859253,-1.57
2.6515860557556152,-1.37
2.671099901199341,-1.2750000000000001
2.6991939544677734,-1.175
2.7257280349731445,-1.175
2.7824840545654297,-1.075
2.8227429389953613,-1.075
2.825834035873413,-1.075
2.8318541049957275,-0.98
2.857301950454712,-1.075
2.884493112564087,-1.075
2.9102070331573486,-1.075
2.9431841373443604,-1.075
2.964416980743408,-0.88
2.99124813079834,-0.785
3.017251968383789,-0.785
3.0450079441070557,-0.98
3.0713820457458496,-0.98
3.0982139110565186,-0.88
3.12471604347229,-0.88
3.151160955429077,-1.075
3.1775290966033936,-1.075
3.2042229175567627,-0.98
3.2302041053771973,-0.98
3.257309913635254,-0.88
3.283581018447876,-0.88
3.310495138168335,-0.785
3.3366870880126953,-0.585
3.3635189533233643,-0.585
3.3895421028137207,-0.585
3.416978120803833,-0.585
3.443221092224121,-0.585
3.4708869457244873,-0.585
3.4962260723114014,-0.49
3.5223119258880615,-0.39
3.5485050678253174,-0.585
3.5747499465942383,-1.075
3.5992789268493652,-1.7650000000000001
3.625333070755005,-2.45
3.6505680084228516,-2.94
3.6755831241607666,-3.335
3.7017970085144043,-3.335
3.7262320518493652,-2.94
3.7515439987182617,-2.45
3.7771689891815186,-1.7650000000000001
3.8022520542144775,-1.2750000000000001
3.8291499614715576,-0.88
3.8542089462280273,-0.585
3.8795220851898193,-0.39
3.905019998550415,-0.39
3.9325530529022217,-0.39
3.9556939601898193,-0.39
3.9807851314544678,-0.585
4.00544810295105,-0.88
4.030359983444214,-0.785
4.05668306350708,-0.585
4.081378936767578,-0.685
4.106426954269409,-0.785
4.13214898109436,-0.585
4.1581690311431885,-0.39
4.1832709312438965,-0.295
4.209600925445557,-0.095
4.234512090682983,-0.095
4.259377956390381,-0.195
4.284250974655151,-0.095
4.310176134109497,0.0
4.339298963546753,0.0
4.360367059707642,-0.195
4.3863749504089355,-0.39
4.411328077316284,-0.585
4.4368391036987305,-0.49
4.4621570110321045,-0.49
4.487565994262695,-0.39
4.51322603225708,-0.39
4.538964033126831,-0.39
4.564615964889526,-0.295
4.589308977127075,-0.295
4.614109992980957,-0.39
4.640285015106201,-0.39
4.66569709777832,-0.295
4.69044303894043,-0.195
4.716793060302734,-0.095
4.741408109664917,-0.095
4.76670503616333,0.0
4.792218923568726,0.0
4.8173370361328125,0.0
4.843214988708496,0.0
4.868533134460449,0.0
4.8949549198150635,-0.095
4.919559001922607,-0.195
4.945359945297241,-0.095
4.970606088638306,0.0
4.995739936828613,0.0
5.02065110206604,0.095
5.046180009841919,0.095
5.071727991104126,0.095
5.096251964569092,0.0
5.122561931610107,-0.095
5.147416114807129,-0.095
5.172256946563721,0.195
5.1981470584869385,0.49
5.224453926086426,0.49
5.249112129211426,0.29
5.274122953414917,0.195
5.3001790046691895,0.195
5.32587194442749,0.195
5.350193023681641,0.29
5.376842021942139,0.29
5.402005910873413,0.29
5.426532030105591,0.39
5.452136039733887,0.49
5.477595090866089,0.39
5.50264310836792,0.195
5.528293132781982,0.095
5.553355932235718,0.29
5.579678058624268,0.49
5.605478048324585,0.78
5.630316972732544,1.075
5.655555009841919,1.175
5.68123197555542,1.27
5.706161975860596,1.27
5.732203960418701,1.075
5.7576210498809814,0.78
5.782084941864014,0.585
5.808187961578369,0.78
5.833379030227661,0.78
5.858683109283447,0.685
5.88464093208313,0.78
5.910162925720215,0.98
5.935205936431885,0.49
5.961694002151489,0.0
5.986162900924683,-0.095
6.012676954269409,-0.295
6.037410020828247,-0.585
6.062510967254639,-0.195
6.088123083114624,0.0
6.113892078399658,0.0
6.138206958770752,0.39
6.164268970489502,1.075
6.190212965011597,1.37
6.215333938598633,1.565
6.241157054901123,1.665
6.266113042831421,1.47
6.292711973190308,1.27
6.317245960235596,1.075
6.343663930892944,1.075
6.368469953536987,1.075
6.39311408996582,0.98
6.419281959533691,0.585
6.444962024688721,0.195
6.469433069229126,0.39
6.494247913360596,0.39
6.520498991012573,0.195
6.545180082321167,0.39
6.571628093719482,1.075
6.59610390663147,1.47
6.622671127319336,1.47
6.647130012512207,1.7650000000000001
6.673651933670044,1.665
6.698545932769775,1.27
6.7233359813690186,1.175
6.74952507019043,1.27
6.774075984954834,1.27
6.800485134124756,1.27
6.82520604133606,1.27
6.8506059646606445,1.175
6.876193046569824,0.88
6.901498079299927,1.075
6.92751407623291,1.47
6.952085018157959,1.565
6.9784839153289795,1.7650000000000001
7.003667116165161,1.96
7.029268026351929,1.7650000000000001
7.054121017456055,1.47
7.0791919231414795,1.47
7.105201959609985,1.665
7.130298137664795,1.665
7.155303001403809,1.565
7.181139945983887,1.47
7.206139087677002,1.37
7.232129096984863,1.27
7.25710391998291,1.075
7.283719062805176,1.075
7.308078050613403,1.175
7.334547996520996,1.27
7.3604819774627686,1.47
7.385234117507935,1.565
7.410109996795654,1.47
7.4369330406188965,1.37
7.461875915527344,1.47
7.4864771366119385,1.665
7.512301921844482,1.7650000000000001
7.537729024887085,1.86
7.5623579025268555,1.7650000000000001
7.588210105895996,1.565
7.613203048706055,1.665
7.639164924621582,1.565
7.665632009506226,1.47
7.690727949142456,1.37
7.716078996658325,1.37
7.741244077682495,1.47
7.7674620151519775,1.37
7.792439937591553,0.88
7.817070007324219,0.88
7.84307599067688,1.175
7.868340969085693,1.27
7.893512010574341,1.565
7.919080018997192,1.565
7.944514036178589,1.27
7.970495939254761,1.175
7.99570894241333,1.175
8.021626949310303,1.175
8.047774076461792,1.175
8.072674989700317,1.27
8.098668098449707,1.27
8.123349905014038,1.27
8.149533987045288,1.37
8.17413592338562,1.27
8.200366020202637,1.175
8.225757122039795,1.175
8.250670909881592,1.175
8.276679992675781,1.175
8.301162958145142,1.175
8.32738208770752,1.175
8.352787017822266,1.075
8.37816309928894,1.175
8.40504503250122,1.175
8.429538011550903,1.175
8.455173969268799,1.075
8.480284929275513,0.88
8.506148099899292,0.88
8.5312340259552,1.075
8.556267976760864,1.075
8.582430124282837,0.88
8.607096910476685,0.78
8.63219690322876,1.175
8.658209085464478,1.37
8.68320894241333,1.27
8.709439992904663,1.075
8.735449075698853,0.98
8.760601043701172,1.075
8.7865309715271,1.27
8.812721014022827,1.37
8.837220907211304,1.37
8.863125085830688,1.27
8.88866400718689,1.075
8.914613008499146,0.88
8.939264059066772,0.685
8.965779066085815,0.685
8.99003791809082,0.88
9.016160011291504,1.075
9.042092084884644,1.175
9.068623065948486,1.175
9.093079090118408,0.98
9.119256019592285,0.88
9.145546913146973,0.98
9.171128988265991,0.78
9.196654081344604,0.78
9.222522974014282,0.78
9.247293949127197,0.98
9.273657083511353,1.175
9.298726081848145,1.27
9.32433795928955,1.175
9.349200010299683,1.075
9.375447034835815,0.585
9.401042938232422,0.49
9.427314043045044,0.49
9.4531090259552,0.685
9.478701114654541,0.78
9.504111051559448,0.88
9.529526948928833,1.075
9.555064916610718,1.175
9.581167936325073,1.27
9.60659408569336,1.075
9.632170915603638,0.98
9.657019138336182,0.78
9.683826923370361,0.88
9.70913290977478,1.075
9.734348058700562,0.98
9.760106086730957,0.88
9.786021947860718,0.78
9.811062097549438,0.88
9.837158918380737,1.075
9.86337399482727,0.88
9.889029026031494,0.685
9.914209127426147,0.39
9.940292119979858,0.49
9.965039014816284,0.88
9.991037130355835,0.98
10.01619291305542,0.88
10.042716979980469,0.98
10.06722903251648,0.98
10.093101978302002,0.98
10.11972713470459,1.175
10.145344018936157,1.075
10.171142101287842,0.585
10.196065902709961,0.0
10.22246503829956,0.095
10.248348951339722,0.49
10.273277997970581,0.78
10.299049139022827,0.88
10.324408054351807,0.88
10.350580930709839,0.98
10.37543511390686,1.175
10.401041984558105,1.175
10.426213026046753,1.075
10.452652931213379,0.88
10.47821307182312,0.78
10.504633903503418,0.78
10.530309915542603,0.685
10.556113958358765,0.585
10.581141948699951,0.195
10.60713505744934,0.0
10.632297992706299,0.095
