Time,Message
0.0,35.87
0.0026159286499023438,35.81
0.004301786422729492,35.82
0.006863832473754883,35.75
0.008777856826782227,35.74
0.011176824569702148,35.77
0.012990951538085938,35.62
0.01610589027404785,35.7
0.0181119441986084,35.64
0.020389795303344727,35.67
0.022110939025878906,35.63
0.02417588233947754,35.72
0.025990009307861328,35.61
0.028364896774291992,35.62
0.030478954315185547,35.61
0.032405853271484375,35.45
0.03448295593261719,35.46
0.036522865295410156,35.47
0.03885698318481445,35.410000000000004
0.04043292999267578,35.38
0.04261279106140137,35.4
0.04471182823181152,35.33
0.04736900329589844,35.29
0.048741817474365234,35.230000000000004
0.05340981483459473,35.34
0.056398868560791016,35.24
0.06077694892883301,35.21
0.0634608268737793,35.13
0.0679318904876709,35.21
0.06931281089782715,35.08
0.09058189392089844,35.15
0.10953092575073242,35.07
0.1127018928527832,35.11
0.1140739917755127,35.08
0.11769795417785645,35.0
0.11931896209716797,34.95
0.12245297431945801,34.86
0.14075088500976562,34.92
0.1656508445739746,34.83
0.19245100021362305,34.88
0.21727681159973145,34.87
0.3512279987335205,34.85
0.3551008701324463,34.84
0.35779786109924316,34.83
0.36174488067626953,34.76
0.3642449378967285,34.95
0.37140798568725586,34.78
0.3972949981689453,34.88
0.4223668575286865,34.81
0.4489099979400635,34.69
0.47359395027160645,34.67
0.4980340003967285,34.53
0.6089489459991455,34.800000000000004
0.6112887859344482,34.660000000000004
0.6139068603515625,34.6
0.6178929805755615,34.59
0.6287839412689209,34.56
0.6531369686126709,34.44
0.6791858673095703,34.43
0.7049009799957275,34.38
0.7303957939147949,34.4
0.7585349082946777,34.38
0.8723139762878418,34.39
0.8757739067077637,34.37
0.8782918453216553,34.31
0.8901548385620117,34.33
0.8927679061889648,34.29
0.9147708415985107,34.32
0.9397768974304199,34.18
0.9666118621826172,34.14
0.9929947853088379,33.94
1.114182949066162,34.07
1.116208791732788,34.01
1.1192669868469238,33.99
1.1348028182983398,33.88
1.1375179290771484,33.730000000000004
1.1550397872924805,33.74
1.1791188716888428,33.62
1.2067599296569824,33.54
1.3307139873504639,33.410000000000004
1.3342177867889404,33.29
1.335965871810913,33.19
1.3397059440612793,33.08
1.3413407802581787,32.92
1.367271900177002,32.82
1.3942058086395264,32.730000000000004
1.421226978302002,32.61
1.4481308460235596,32.5
1.475151777267456,32.26
1.5014019012451172,32.17
1.5287158489227295,32.04
1.5550978183746338,31.92
1.5816059112548828,31.810000000000002
1.6087689399719238,31.69
1.635504961013794,31.59
1.6617519855499268,31.470000000000002
1.6886467933654785,31.29
1.7174358367919922,31.2
1.7412948608398438,31.1
1.8952279090881348,30.89
1.8978209495544434,30.85
1.9005248546600342,30.79
1.9278099536895752,30.57
1.931358814239502,30.72
1.9349877834320068,30.32
1.9397978782653809,30.23
1.957948923110962,30.1
1.9815948009490967,29.97
2.008107900619507,29.79
2.132473945617676,29.6
2.1376450061798096,29.52
2.1401288509368896,29.54
2.144380807876587,29.5
2.147810935974121,29.26
2.1687328815460205,29.240000000000002
2.195335865020752,29.04
2.2233989238739014,28.92
2.2486329078674316,28.79
2.396897792816162,28.67
2.4000728130340576,28.53
2.4031529426574707,28.43
2.40667986869812,28.37
2.4109888076782227,28.240000000000002
2.4314138889312744,28.12
2.4343769550323486,28.02
2.4699418544769287,27.86
2.6320159435272217,27.73
2.6364428997039795,27.61
2.6385879516601562,27.47
2.643770933151245,27.36
2.645991802215576,27.27
2.6488687992095947,27.11
2.650829792022705,26.96
2.6748688220977783,26.93
2.7022628784179688,26.75
2.729672908782959,26.67
2.8115999698638916,26.560000000000002
2.821936845779419,26.45
2.826068878173828,26.32
2.834479808807373,26.25
2.8612799644470215,26.060000000000002
2.8873698711395264,26.0
2.9148519039154053,25.830000000000002
2.9426469802856445,25.76
2.9676029682159424,25.6
2.994741916656494,25.59
3.0239598751068115,25.43
3.0488147735595703,25.38
3.0749549865722656,25.21
3.102094888687134,25.11
3.129023790359497,25.01
3.154247999191284,24.88
